uri,followers,genres,name,popularity
spotify:artist:7yk35uHNQclPXFGFoTU44w,321503,"['alternative hip hop', 'hardcore hip hop', 'hip hop', 'jazz rap', 'rap', 'southern hip hop', 'west coast rap']",The Pharcyde,62
spotify:artist:0ciTdf9bGl9L3JM1Z0nLCT,396310,"['latin', 'latin hip hop', 'rap conciencia', 'reggaeton', 'tropical']",Vico C,62
spotify:artist:2CvaqAMMsX576VBehaJ0Wx,1346511,"['k-pop', 'k-pop boy group']",Wanna One,62
spotify:artist:1OUDQLymoysITxprkd0Qvj,144278,"['latin', 'latin pop', 'rock en espanol', 'spanish pop', 'spanish pop rock']",Coti,62
spotify:artist:5rDXcEIODl8TgGTgrntnjX,49282,"['alternative r&b', 'cali rap', 'deep underground hip hop', 'trap soul', 'underground hip hop']",Rexx Life Raj,62
spotify:artist:454dNdHX9g5srLyya64MaN,21790,['deep pop r&b'],Chrishan,62
spotify:artist:3KNZ9AOjBajjmr6ZR2VGfl,468856,['operatic pop'],Il Divo,62
spotify:artist:0FrpdcVlJQqibaz5HfBUrL,591360,"['classic soul', 'disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul']",Rick James,62
spotify:artist:2BpAc5eK7Rz5GAwSp9UYXa,532171,"['chamber pop', 'folk-pop', 'indie folk', 'indie pop', 'new americana', 'stomp and holler', 'swedish americana', 'swedish singer-songwriter']",The Tallest Man On Earth,62
spotify:artist:3s2wTjWxK8NOX09dmsvVOh,445915,"['crunk', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'rap', 'southern hip hop', 'urban contemporary']",Chingy,62
spotify:artist:0ycHhPwPvoaO4VGzmMnXGq,646820,"['bass trap', 'brostep', 'edm', 'electro house', 'electronic trap', 'filthstep', 'glitch', 'zapstep']",Zomboy,62
spotify:artist:32x1uogH2zajP85pzZAtuE,734731,"['argentine telepop', 'latin', 'latin arena pop', 'latin pop']",Axel,62
spotify:artist:2byU53ebtTxcAnIRE814Ts,321367,"['flamenco', 'latin alternative', 'latin pop', 'spanish pop']",Bebe,62
spotify:artist:30fiiwr2EeZp1tAhzYCmyM,392007,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']",Big L,62
spotify:artist:4ub2v80S4RIceZRGnlhjTr,91312,"['indie garage rock', 'indie r&b']",Jakob Ogawa,62
spotify:artist:1HVwzNriKEjaeE06okqSpx,278264,['chanson'],Carla Bruni,62
spotify:artist:4463nfFMmK1cwAWBQDwT5e,227844,"['dance rock', 'disco', 'europop', 'new romantic', 'new wave pop', 'soft rock', 'synthpop']",Laura Branigan,62
spotify:artist:2XdtmipGVPmA62ptDgX8QC,38975,"['chamber pop', 'folk-pop', 'indie anthem-folk', 'indie folk', 'neo mellow', 'new americana', 'pop folk', 'stomp and holler', 'vermont indie']",Henry Jamison,62
spotify:artist:7bvcQXJHkFiN1ppIN3q4fi,758694,"['british soul', 'neo soul', 'pop rock']",Joss Stone,62
spotify:artist:5BcZ22XONcRoLhTbZRuME1,538820,"['album rock', 'art rock', 'british invasion', 'classic rock', 'classic uk pop', 'folk', 'folk rock', 'hard rock', 'mellow gold', 'progressive rock', 'psychedelic rock', 'rock', 'soft rock', 'symphonic rock']",The Moody Blues,62
spotify:artist:3rJ3m1tM6vUgiWLjfV8sRf,443640,"['dub', 'reggae', 'roots reggae', 'ska']",Jimmy Cliff,62
spotify:artist:1q1wfzh2xtpj27TnIAqIvd,33375,['choral'],Karl Jenkins,62
spotify:artist:0cng44S55pPu1nDrtFFy7r,14892,[],Melissa Helser,62
spotify:artist:3w4VAlllkAWI6m0AV0Gn6a,247163,"['metropopolis', 'neo-synthpop']",Hurts,62
spotify:artist:0Xi59sEw38vRvwleSAVqoo,193050,"['country gospel', 'cowboy western', 'nashville sound', 'outlaw country', 'traditional country']",Marty Robbins,62
spotify:artist:3rs3EOlJ8jyPpdGiQ9Mhub,375446,"['bachata', 'latin', 'tropical']",Monchy & Alexandra,62
spotify:artist:4QDvXnbmw1znkqkK1119Fc,80633,"['alternative r&b', 'electropop', 'indie electropop', 'indie poptimism', 'indie r&b', 'vapor soul']",RKCB,62
spotify:artist:1rCIEwPp5OnXW0ornlSsRl,501291,"['alternative dance', 'canadian indie', 'canadian pop', 'canadian rock', 'dance-punk', 'electropop', 'folk-pop', 'garage rock', 'indie pop', 'indie rock', 'indietronica', 'lilith', 'metropopolis', 'modern rock', 'neo-synthpop', 'new rave', 'shimmer pop']",Metric,62
spotify:artist:0bz9hDpUbAw5JElgEiuIYZ,364524,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'uk worship', 'world worship', 'worship']",Matt Redman,62
spotify:artist:5rvaaWutd0gsbc2iMNo9k5,161254,"['bachata', 'dominican pop', 'latin', 'tropical']",Raulin Rodriguez,62
spotify:artist:1GAS0rb4L8VTPvizAx2O9J,495245,"['alternative hip hop', 'conscious hip hop', 'minnesota hip hop', 'pop rap']",Atmosphere,62
spotify:artist:5H6xmHXjsq98NLbEjuE29f,87735,"['scandipop', 'tropical house']",NEIKED,62
spotify:artist:44TGR1CzjKBxSHsSEy7bi9,490407,['chamber pop'],Woodkid,62
spotify:artist:530Sdm7eqqzWBdDmILMgnu,411085,"['album rock', 'art rock', 'classic rock', 'classic uk pop', 'dance rock', 'disco', 'heartland rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'yacht rock']",Robert Palmer,62
spotify:artist:0odliLZMTk45CEVzF3Zocl,204119,"['dembow', 'dominican pop', 'rap dominicano']",Mozart La Para,62
spotify:artist:1Dvfqq39HxvCJ3GvfeIFuT,509477,"['alternative metal', 'groove metal', 'hard rock', 'metal', 'nu metal', 'post-grunge', 'progressive metal', 'progressive sludge', 'rock', 'sludge metal', 'stoner metal']",Mastodon,62
spotify:artist:2qc41rNTtdLK0tV3mJn2Pm,465274,"['alternative country', 'folk-pop', 'indie folk', 'neo mellow', 'new americana', 'pop rock', 'rock', 'roots rock', 'singer-songwriter', 'stomp and holler']",Ryan Adams,62
spotify:artist:1NfJU4hy56Z4UM4iyIa1B2,206180,"['britpop', 'english indie rock', 'indie rock', 'manchester indie', 'modern rock', 'new rave', 'rock']",Courteeners,62
spotify:artist:7K3zpFXBvPcvzhj7zlGJdO,631751,"['alternative dance', 'dance-punk', 'digital hardcore', 'electropop', 'indietronica', 'neo-synthpop', 'new rave', 'nintendocore', 'nu gaze']",Crystal Castles,62
spotify:artist:1GbrJTB56Xs4XQGlmVbaCf,25633,"['italian disco', 'nz hip hop']",Savage,62
spotify:artist:2t2XKfWKLXpFIjFwy1K8wx,336009,"['alternative metal', 'contemporary country', 'country', 'country road', 'modern country rock', 'post-grunge', 'redneck']",Aaron Lewis,62
spotify:artist:53YSn9tHwGJ6bq5P0gGoYo,444941,"['big room', 'deep big room', 'dutch house', 'edm', 'electro house', 'house', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']",Firebeatz,62
spotify:artist:3CDKmzJu6uwEGnPLLZffpD,94353,"['adult standards', 'brill building pop', 'bubblegum pop', 'lounge', 'soft rock']",Frankie Valli,62
spotify:artist:41AbNVba2ccpmcc9QtOJE7,489793,"['bergen indie', 'melancholia', 'norwegian indie']",Kings of Convenience,62
spotify:artist:5GNSVtCq2hiXDx7jUA5Iou,231658,"['latin', 'latin pop', 'tropical']",ChiChi Peralta,62
spotify:artist:6cQVcprcYDxGM79YmyCkcQ,6952,"['norwegian pop', 'swedish pop']",VAX,62
spotify:artist:4sD9znwiVFx9cgRPZ42aQ1,444576,"['folk', 'folk-pop', 'lilith', 'new wave pop', 'pop rock']",Sinéad O'Connor,62
spotify:artist:4ryoUS0W8qXokfMxrlJt6O,68480,['modern reggae'],Skip Marley,62
spotify:artist:5v287QKYZ7Dyuw4CNzv89p,384670,"['athens indie', 'grupera', 'latin', 'latin arena pop', 'latin pop', 'mexican pop', 'rock en espanol', 'tropical']",Magneto,62
spotify:artist:0vYkHhJ48Bs3jWcvZXvOrP,517054,"['art pop', 'art rock', 'dance rock', 'folk rock', 'folk-pop', 'new wave', 'permanent wave', 'protopunk', 'rock']",Patti Smith,62
spotify:artist:6XmHtVhgpE33VHFEp2V1P8,944474,"['dance pop', 'grupera', 'latin', 'latin arena pop', 'latin pop', 'mexican pop', 'pop', 'rock en espanol']",Playa Limbo,62
spotify:artist:0z7Yuv7DuDQ5SaVn4VSlLt,117416,"['chamber pop', 'folk-pop', 'indie folk', 'irish singer-songwriter']",Lisa Hannigan,62
spotify:artist:37GUqxafAvAKGMZbXCUnmr,277060,"['dance pop', 'europop', 'swedish pop']",Mohombi,62
spotify:artist:1Pe5hlKMCTULjosqZ6KanP,213705,"['brill building pop', 'classic girl group', 'classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'rock-and-roll', 'soul', 'southern soul']",Martha Reeves & The Vandellas,62
spotify:artist:68Uwx1d3EbjDJhYsLjqvIq,17735,['hollywood'],Emma Stone,62
spotify:artist:7dNsHhGeGU5MV01r06O8gK,396065,"['country gospel', 'cowboy western', 'nashville sound', 'rockabilly', 'traditional country']",Patsy Cline,62
spotify:artist:0deIjoDjl9g9Zpw0sCIOHh,148006,"['bass house', 'brostep', 'edm', 'electro house', 'electronic trap', 'house', 'moombahton']",Valentino Khan,62
spotify:artist:59Ih0XIAzMXq7Yf9ny3u5t,726002,"['banda', 'cumbia', 'duranguense', 'grupera', 'norteno', 'ranchera', 'regional mexican']",El Chapo De Sinaloa,62
spotify:artist:5Vu87j6vCvfwc7FNVGnBwk,53373,"['bass trap', 'deep underground hip hop', 'indie pop rap']",Justin Stone,61
spotify:artist:77t00lrU1uk65snqAdoPnt,759308,"['hands up', 'nightcore']",Nightcore,61
spotify:artist:77mJc3M7ZT5oOVM7gNdXim,128361,"['indie garage rock', 'liverpool indie', 'modern rock']",Her's,61
spotify:artist:6i0KVTOvm96T55mbp742ks,447699,"['melodic hardcore', 'pop punk', 'punk', 'skate punk', 'socal pop punk']",Pennywise,61
spotify:artist:7HnPsSFnXUJ8XiHt1UuQ23,77490,['country rap'],Struggle Jennings,61
spotify:artist:0P0do9GwiSgweSF6Ui3mrv,4045,"['broadway', 'disney', 'hollywood', 'movie tunes', 'show tunes']",Nathan Lane,61
spotify:artist:20p5D2KrE8CGuOjHtxsyTp,368145,"['dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'synthpop']",Fine Young Cannibals,61
spotify:artist:06TVTkMAOR935MhkjX0i2A,384470,"['bachata', 'dominican pop', 'latin', 'tropical']",Anthony Santos,61
spotify:artist:1TqQi97nqeiuOJrIFv5Sw0,232282,"['alternative rock', 'neo mellow', 'pop rock', 'post-grunge', 'rock']",Semisonic,61
spotify:artist:2i9uaNzfUtuApAjEf1omV8,204663,"['alternative r&b', 'brooklyn indie', 'dance pop', 'electropop', 'indie electropop', 'indie poptimism', 'indie r&b', 'nyc pop', 'pop', 'vapor soul']",Wet,61
spotify:artist:0jUQSUOcM7lxVn5eVGTkzQ,268784,"['alternative r&b', 'deep pop r&b', 'indie r&b', 'pop', 'post-teen pop', 'r&b']",Justine Skye,61
spotify:artist:7HqEmV7FeCi16bQyHMpIrF,23184,['australian dance'],VASSY,61
spotify:artist:4vGrte8FDu062Ntj0RsPiZ,207379,['instrumental rock'],Polyphia,61
spotify:artist:3uGFTJ7JMllvhgGpumieHF,539322,"['k-pop', 'korean pop']",Ailee,61
spotify:artist:10n1KB2sjTrGdyuC83y8jW,126077,['soft rock'],Jon Secada,61
spotify:artist:6MF58APd3YV72Ln2eVg710,269207,"['classical', 'early romantic era']",Felix Mendelssohn,61
spotify:artist:3wYyutjgII8LJVVOLrGI0D,582747,"['adult standards', 'brill building pop', 'folk rock', 'lounge', 'rock-and-roll', 'rockabilly']",Buddy Holly,61
spotify:artist:5UqTO8smerMvxHYA5xsXb6,567840,"['alternative rock', 'art rock', 'blues rock', 'dance rock', 'dream pop', 'experimental rock', 'garage rock', 'indie rock', 'lo-fi', 'modern rock', 'new wave', 'noise pop', 'noise rock', 'post-punk', 'rock']",Sonic Youth,61
spotify:artist:5abSRg0xN1NV3gLbuvX24M,982166,"['arab pop', 'belly dance', 'egyptian pop', 'persian pop', 'rif']",Amr Diab,61
spotify:artist:6qyi8X6MdP1lu6B1K6yh3h,416569,"['alternative metal', 'alternative rock', 'dance-punk', 'garage rock', 'indie pop', 'indie rock', 'indietronica', 'la indie', 'modern rock', 'post-grunge', 'rock']",Silversun Pickups,61
spotify:artist:5ZMwoAjeDtLJ0XRwRTgaK8,188304,"['acid jazz', 'downtempo', 'electro swing', 'electronica', 'funk', 'latin alternative', 'nu jazz', 'nu-cumbia', 'trip hop', 'turntablism', 'world']",Quantic,61
spotify:artist:6ssXMmc5EOUrauZxirM910,312300,"['alternative dance', 'dance-punk', 'garage rock', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'rock']",White Lies,61
spotify:artist:0DCw6lHkzh9t7f8Hb4Z0Sx,489317,"['alternative metal', 'death metal', 'groove metal', 'melodic death metal', 'metal', 'nu metal', 'power metal', 'slayer', 'speed metal', 'swedish death metal', 'swedish metal']",Arch Enemy,61
spotify:artist:3wVXTWabe3viT0jF7DfjOL,79611,"['deep pop r&b', 'urban contemporary']",Vedo,61
spotify:artist:6dXsR7VDJvXnF1LTZlwULx,70393,"['nyc rap', 'trap']",Casanova,61
spotify:artist:6x5HLaMcoxaULXpgN0NJbb,18181,"['chillhop', 'jazz boom bap', 'lo-fi beats']",Flughand,61
spotify:artist:4fEkbug6kZzzJ8eYX6Kbbp,504535,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",KK,61
spotify:artist:6ra4GIOgCZQZMOaUECftGN,457133,"['album rock', 'art rock', 'classic rock', 'comic', 'experimental', 'experimental rock', 'hard rock', 'instrumental rock', 'jazz fusion', 'progressive rock', 'protopunk', 'psychedelic rock', 'rock', 'symphonic rock', 'zolo']",Frank Zappa,61
spotify:artist:6ModsWtBph2rE6zCTVxvZt,701737,"['latin', 'latin pop', 'latin viral pop', 'mexican pop']",Maite Perroni,61
spotify:artist:4vQV1LCGBdYAt5rIIPjSFZ,301625,"['bachata', 'dominican pop', 'latin', 'tropical']",Frank Reyes,61
spotify:artist:6d0ZjIp5L7Ygy2l02HskRX,34189,['social media pop'],Dylan Matthew,61
spotify:artist:4we5S2VLjgY9KzIzApL1KI,17812,[],Ryan Tedder,61
spotify:artist:7HJDRQAfEcFiARVehhM6qD,483390,"['classic opm', 'opm', 'pinoy alternative rap', 'pinoy hip hop', 'pinoy trap']",Gloc 9,61
spotify:artist:4FAEZeJcsYYBkNq2D3KGTV,387453,"['album rock', 'art rock', 'blues rock', 'brill building pop', 'bubblegum pop', 'classic rock', 'country rock', 'folk', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock']",Three Dog Night,61
spotify:artist:0iVrCROxeyon7MZUW3MfzT,404520,"['hip hop', 'hip pop', 'new jack swing', 'pop rap', 'r&b', 'urban contemporary']",Montell Jordan,61
spotify:artist:4vnmifnGOeRXfNTRtgd4Tj,556824,"['francoton', 'french hip hop', 'french pop', 'pop urbaine', 'rap conscient']",Sexion D'Assaut,61
spotify:artist:1U5zgr455OGyIkLNXvDdrf,23791,['sleep'],Traditional,61
spotify:artist:16eRpMNXSQ15wuJoeqguaB,478854,"['alternative rock', 'art rock', 'experimental rock', 'garage rock', 'indie folk', 'indie pop', 'indie rock', 'lo-fi', 'modern rock', 'noise pop', 'okc indie', 'pop rock', 'psychedelic rock', 'rock']",The Flaming Lips,61
spotify:artist:3Bnq7jiU506HcPjRgQ43TM,343659,"['bossa nova', 'forro', 'mpb', 'samba']",Milton Nascimento,61
spotify:artist:3KuLo66B73btyQpdXlkqFx,387824,"['melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",Speaker Knockerz,61
spotify:artist:1N9n8MSxrr4Emhb566493b,108405,"['big room', 'dance pop', 'edm', 'electro house', 'pop edm', 'progressive electro house', 'progressive house']",Morgan Page,61
spotify:artist:2FmzVitXZjIkFolH8HXd4j,250359,"['bass trap', 'brostep', 'edm', 'electro house', 'electronic trap', 'mashup']",Flosstradamus,61
spotify:artist:0wnYgCeP013HkKoOyC5V32,298995,"['art pop', 'canadian electropop', 'dance pop', 'electropop', 'escape room', 'hyperpop', 'indie electropop', 'indie poptimism', 'indietronica', 'metropopolis', 'pop']",Allie X,61
spotify:artist:7w1eTNePApzDk8XtgykCPS,125446,"['bass house', 'brostep', 'edm', 'electro house', 'electronic trap', 'house']",Malaa,61
spotify:artist:5svDnd8joFhbpbA3Ar0CfN,57991,"['big beat', 'soundtrack']",Junkie XL,61
spotify:artist:6NWtt9pNOL2Gx7kBykdE5x,274450,"['celtic', 'operatic pop']",Celtic Woman,61
spotify:artist:2F5W6Rsxwzg0plQ0w8dSyt,271566,"['c-pop', 'mandopop', 'taiwan pop']",Leehom Wang,61
spotify:artist:3aVoqlJOYx31lH1gibGDt3,583021,"['dance pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",Babyface,61
spotify:artist:7nC05zmJukRGYObQeRgg3x,170826,"['acoustic pop', 'neo mellow']",Jack Savoretti,61
spotify:artist:5r1bdqzhgRoHC3YcCV6N5a,237085,"['comic', 'glam metal', 'hard rock', 'rock']",The Darkness,61
spotify:artist:6j1fmLreVuAay7k6Gudfa2,144901,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'uk worship', 'world worship', 'worship']",Leeland,61
spotify:artist:4fSPtBgFPZzygkY6MehwQ7,566415,"['britpop', 'dance-punk', 'garage rock', 'indie rock', 'modern rock', 'rock']",The Libertines,61
spotify:artist:11aa081aKYUzmeFm0yHdT2,135053,"['australian dance', 'bouncy house', 'happy hardcore']",S3RL,61
spotify:artist:20j1uz7iDOtIvIzCr5S8nx,341927,['k-pop'],SEUNGRI,61
spotify:artist:25fqWEebq6PoiGQIHIrdtv,148332,"['bass trap', 'brostep', 'electronic trap', 'vapor twitch']",Baauer,61
spotify:artist:1mmlWsyPJvvxMdabcGJjRn,65293,"['meme rap', 'vapor trap']",Lil Boom,61
spotify:artist:5YxebzzreNswbtYC1td4cx,266564,"['gospel', 'naija worship']",Tasha Cobbs Leonard,61
spotify:artist:3ccVtqcqedranb7y8eywJ5,57596,"['british singer-songwriter', 'chamber pop', 'folk-pop', 'indie anthem-folk', 'indie folk', 'new americana']",Blanco White,61
spotify:artist:2FrKQPjJe4pVMZOgm0ESOx,93621,"['diva house', 'eurodance', 'europop', 'german techno', 'hip house']",SNAP!,61
spotify:artist:4wyNyxs74Ux8UIDopNjIai,409458,['indie rock'],King Krule,61
spotify:artist:2uHlq6ERoXk8dqRZmq2OEr,31063,"['compositional ambient', 'focus']",Jean-Michel Blais,61
spotify:artist:67tgMwUfnmqzYsNAtnP6YJ,379833,"['acid jazz', 'big beat', 'disco house', 'electronica', 'nu jazz', 'nu skool breaks', 'trip hop']",Groove Armada,61
spotify:artist:2RP4pPHTXlQpDnO9LvR7Yt,487185,"['british soul', 'indie r&b', 'indie soul', 'neo soul', 'soul']",Lianne La Havas,61
spotify:artist:5WWSL6rElJeUk3Uc1S2RyD,176791,"['dance rock', 'hi-nrg', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",Dead Or Alive,61
spotify:artist:3v8mFhjLFa50QK8zDvAMYN,608115,"['grupera', 'latin', 'latin pop', 'ranchera']",Amanda Miguel,61
spotify:artist:5tlNJfV9UIpgnbWmvUEFu7,334822,"['german reggae', 'reggae fusion']",Gentleman,61
spotify:artist:2AbQwU2cuEGfD465wCXlg2,200515,"['dominican pop', 'latin alternative', 'pop reggaeton', 'reggae en espanol', 'venezuelan hip hop', 'venezuelan rock']",Rawayana,61
spotify:artist:4vOycwLXdkMMzpZW04VW5m,459357,"['boogaloo', 'latin', 'mambo', 'salsa', 'salsa puertorriquena', 'tropical']",Tito Nieves,61
spotify:artist:77Gf2HJPvVREGVNEV8goPZ,420072,"['banda', 'cumbia', 'grupera', 'norteno', 'ranchera', 'regional mexican']",Lalo Mora,61
spotify:artist:2NvmDZar6FF2CICK1yBS4I,152660,['contemporary country'],Nashville Cast,61
spotify:artist:0lEssBAxQl2In4RpaB1C2Y,347183,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'pop rap', 'southern hip hop']",Talib Kweli,61
spotify:artist:4aKdmOXdUKX07HVd3sGgzw,198932,"['brostep', 'canadian electronic', 'edm', 'electra', 'electro house', 'electronic trap']",Rezz,61
spotify:artist:2Tz1DTzVJ5Gyh8ZwVr6ekU,267434,"['alternative dance', 'chillwave', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'shimmer pop']",STRFKR,61
spotify:artist:6ujr1NkqbZpYOhquczUUfl,170480,"['canadian folk', 'canadian indie', 'modern rock']",The Strumbellas,61
spotify:artist:7J4Pg0NGyrWoMrROYhnlP6,23048,[],Biskwiq,61
spotify:artist:23ostNBoB9z6GMXLtHdg7y,96269,"['bass trap', 'deep dubstep', 'pop edm', 'traprun']",Prismo,61
spotify:artist:75fIuwXxhZ1atNzWLMrgF0,37927,"['epicore', 'scorecore', 'soundtrack', 'video game music']",Tyler Bates,61
spotify:artist:6ghiFYcwn2Vzl6K50U0UPz,215275,"['contemporary country', 'country pop', 'country road', 'modern country rock']",Michael Ray,61
spotify:artist:1XE70WwxhnrXNAJYQQ9ygx,15884,['soft rock'],Bill Medley,61
spotify:artist:4aJTB79uwT4sP0Nb8QGWHc,443643,"['arkansas country', 'contemporary country', 'country', 'country road', 'modern country rock']",Joe Nichols,61
spotify:artist:6Id8rcDNyBXPcgKQVfQ8rX,21254,"['disney', 'movie tunes']",Samuel E. Wright,61
spotify:artist:7u160I5qtBYZTQMLEIJmyz,497141,"['bass trap', 'brostep', 'dubstep', 'edm', 'electro house', 'electronic trap']",Borgore,61
spotify:artist:4zxvC7CRGvggq9EWXOpwAo,245649,['pop edm'],Kiesza,61
spotify:artist:5hqM93qFRmwRv3QGrLO0jK,28677,"['broadway', 'show tunes']",Laura Dreyfuss,61
spotify:artist:6IhG3Yxm3UW98jhyBvrIut,68343,"['afro dancehall', 'afropop', 'azontobeats', 'nigerian hip hop', 'nigerian pop']",Tekno,61
spotify:artist:6udveWUgX4vu75FF0DTrXV,589783,['korean r&b'],TAEYANG,61
spotify:artist:6edGSAX5dVpeJVwu1Q0NwJ,274153,"['europop', 'neo mellow', 'new wave pop']",Lighthouse Family,61
spotify:artist:36KsCCwgI0Dep97yVJWmkK,306499,"['colombian pop', 'cumbia', 'gypsy jazz', 'latin', 'latin alternative', 'latin rock']",Monsieur Periné,61
spotify:artist:1LrWZc2qPhRCHyr6XtpBxq,334085,"['conscious hip hop', 'deep underground hip hop', 'hip hop', 'indie pop rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",Dizzy Wright,61
spotify:artist:0LhHRmSd1EYM5QdNeNnCoQ,99059,"['eurodance', 'europop', 'finnish edm']",Darude,61
spotify:artist:6JBGaRYIWS7fzKP0qGgZve,881287,['regional mexican pop'],Crecer German,61
spotify:artist:4bx914GWsNvshDzfYNSKjY,407874,"['latin alternative', 'latin arena pop', 'latin rock', 'mexican indie', 'mexican rock', 'rock en espanol']",La Gusana Ciega,61
spotify:artist:54gWVQFHf8IIqbjxAoOarN,458696,"['k-pop', 'k-pop girl group']",AOA,61
spotify:artist:2ABBMkcUeM9hdpimo86mo6,83239,"['chillwave', 'electronica', 'indie soul', 'indietronica', 'shimmer pop', 'tropical house', 'vapor soul']",Tourist,61
spotify:artist:53cVnpkm8dTmf20tssYSNF,89848,"['dembow', 'rap dominicano']",Shadow Blow,61
spotify:artist:5dMnvpYEfXvSexjwnSRH5n,264465,"['contemporary country', 'country pop', 'deep talent show']",RaeLynn,61
spotify:artist:5xk0kRuXn1zToTHpHAqpui,10263,"['disney', 'movie tunes']",Joseph Williams,61
spotify:artist:12Zk1DFhCbHY6v3xep2ZjI,115445,"['new jersey rap', 'trap soul', 'underground hip hop']",070 Shake,61
spotify:artist:1WvvwcQx0tj6NdDhZZ2zZz,365038,"['alternative dance', 'baltimore indie', 'chillwave', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave']",Future Islands,61
spotify:artist:7tjbDPvrdvDshcpEMXKRVb,135708,"['album rock', 'art rock', 'classic rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'soft rock']",Gerry Rafferty,61
spotify:artist:75FnCoo4FBxH5K1Rrx0k5A,1022791,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",The Band Perry,61
spotify:artist:6fvN9GmMCVKb5LY0WsnjFP,562900,"['album rock', 'blues rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",Nazareth,61
spotify:artist:6fXEqmGQEt6ONuqVmwrN46,163234,"['alternative dance', 'australian dance', 'disco house', 'filter house', 'indietronica', 'new rave', 'nu disco']",Bag Raiders,61
spotify:artist:70eNABm9r2VXOGYW4r209H,120091,['military rap'],Rob Bailey & The Hustle Standard,61
spotify:artist:6g0Wah2YFtb1rFgKhUktlo,331689,"['funk', 'hip hop', 'neo soul', 'r&b', 'soul', 'urban contemporary']",Raphael Saadiq,61
spotify:artist:3T55D3LMiygE9eSKFpiAye,97661,['modern alternative rock'],Badflower,61
spotify:artist:6fNmOWQzfOVyHLQ2UqUQew,231240,"['folk', 'lilith', 'vocal jazz']",Eva Cassidy,61
spotify:artist:6g10GEtmIVqIQBhPZh4ScQ,81817,['ccm'],Zach Williams,61
spotify:artist:4KDyYWR7IpxZ7xrdYbKrqY,312334,"['electric blues', 'folk', 'folk rock', 'folk-pop', 'lilith', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",Bonnie Raitt,61
spotify:artist:53Gnd3lGlcL8ua9Yyu9xDP,90434,"['anthem worship', 'canadian ccm', 'ccm', 'world worship']",Amanda Lindsey Cook,61
spotify:artist:6g878dtAhjegRHVe5X0ALf,67408,"['indie poptimism', 'modern alternative rock', 'rebel blues']",Bryce Fox,61
spotify:artist:7JDSHlDdVTo7aZKdQZ53Vf,662435,"['alternative metal', 'groove metal', 'industrial metal', 'industrial rock', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']",Static-X,61
spotify:artist:2Q3eZMfDQgT8MhPowKFXYO,357117,"['dance pop', 'girl group']",t.A.T.u.,61
spotify:artist:6Hf2g14O2TP25JUNZuvIgn,299627,"['grupera', 'latin', 'latin pop', 'ranchera', 'regional mexican', 'tejano']",Alicia Villarreal,61
spotify:artist:5fikk4h5qbEebqK2Fc6e48,605632,"['dance pop', 'girl group', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",En Vogue,61
spotify:artist:37W8SKV5Vc8lcGtdyWCA5m,590751,"['contemporary country', 'country', 'country road', 'modern country rock']",Gary Allan,61
spotify:artist:2vKiJjsgjgqIECUyYeIVvO,358175,"['metalcore', 'post-post-hardcore', 'post-screamo', 'trancecore']",Crown The Empire,61
spotify:artist:6urzdpGY5yUimWZsgJUoTb,357228,"['album rock', 'glam metal', 'hard rock', 'metal', 'rock', 'wrestling']",Airbourne,61
spotify:artist:0FEJqmeLRzsXj8hgcZaAyB,341788,['french pop'],Indila,61
spotify:artist:6vetaGijEBK3wfhtCUWRBS,525953,"['adventista', 'latin christian', 'latin worship']",Lilly Goodman,61
spotify:artist:142YBUGmLWCJigFLzgguf8,174499,"['australian hip hop', 'australian indie', 'australian pop']",Gang of Youths,61
spotify:artist:3yJnBqAoRUNeDabdYoiYWD,501613,['meme rap'],Pink Guy,61
