uri,followers,genres,name,popularity
spotify:artist:5Ws3s6lSP4Un8kQf8CrAta,84861,"['blues rock', 'electric blues', 'modern blues']",Susan Tedeschi,49
spotify:artist:5N9mXRQoidjsUWjowibwqw,24498,[],Trevor Wesley,49
spotify:artist:2xBOCZLKP7FMXK2dyO5hIe,3677,"['broadway', 'hollywood', 'movie tunes', 'show tunes']",Mandy Gonzalez,49
spotify:artist:3pfQKkyELe3zxBQDgQP6Py,14624,['vapor twitch'],Tim Legend,49
spotify:artist:1sgVcCMCarG7yWGmkP9wMb,14570,"['indie anthem-folk', 'indie folk']",John Vincent III,49
spotify:artist:1sdnOXw9epamqw5ERPK8T5,8587,[],Valntn,49
spotify:artist:185m2EJWTIm36MdqguiU8T,6550,['german dance'],Freischwimmer,49
spotify:artist:0hWRiJV8KlRZvsZeemUJVv,61243,[],Fun Lovin' Criminals,49
spotify:artist:2bwR166mSJEJrYJqfyust3,101948,"['alternative hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop']",Keith Murray,49
spotify:artist:1svaANJTE5KrG16fTGDqOs,46001,"['easy listening', 'swing']",The Puppini Sisters,49
spotify:artist:0hc2qwaU2xy7LUd0FRjcHK,37359,['alternative americana'],Dirtwire,49
spotify:artist:6RCI4WXRwG9jnRHZgzBYFr,28678,['bedroom soul'],Manwolves,49
spotify:artist:5TrkbV9x6OdTBlzWPJeBz5,37547,[],Youngr,49
spotify:artist:1t7EOTt2tHw9qgJOmhByDw,44162,"['norteno', 'ranchera', 'tejano']",Los Relampagos Del Norte,49
spotify:artist:7d58WZ8qQHy2Sm5p52V2NP,24317,"['antiviral pop', 'comic', 'video game music']",Aperture Science Psychoacoustic Laboratories,49
spotify:artist:5RcJDMYwS4w1XJkNiR4LvM,38684,"['epicore', 'scorecore', 'soundtrack', 'video game music']",Immediate,49
spotify:artist:3ptY5WTxu77JpAQQnHyxEl,42645,[],Yandar & Yostin,49
spotify:artist:3Dd6jD1AApgtNoU6SJWR7P,52654,['disco'],Anita Ward,49
spotify:artist:3sxWOFw4MSN54SIQ8np6iG,372777,"['dance pop', 'k-pop', 'k-pop boy group']",B1A4,49
spotify:artist:6QRb3jE2lCfMU1iUuVQMaV,1267,['movie tunes'],Jeremy Irons,49
spotify:artist:7eZRt08LoDy0nfIS6OwyMP,59352,['electro house'],Fatima Yamaha,49
spotify:artist:5Mzwod7pfk4JkLR29O3v7j,5390,[],Maria Lynn,49
spotify:artist:0esUZwk3FcZiAH1fXa66dU,27874,"['deep tropical house', 'tropical house']",Max Manie,49
spotify:artist:0ifzzRKdmtgaHy9cfnnyCR,93281,"['album rock', 'art rock', 'canterbury scene', 'classic rock', 'dutch prog', 'hard rock', 'jazz fusion', 'nederpop', 'progressive rock', 'psychedelic rock', 'symphonic rock']",Focus,49
spotify:artist:0AEbDFXbsssoSoC3pj91eq,13836,"['disco house', 'vocal house']",Room 5,49
spotify:artist:6NJb7ZCMVLu2ZXwWJa2O3G,20640,['cartoon'],Gummibär,49
spotify:artist:2P1h10tRBVlC2lVUqhl6wm,30773,[],Yves Larock,49
spotify:artist:0EmUT6i9rTu9ZHy1Tl1iuX,40314,['rva indie'],Natalie Prass,49
spotify:artist:2Uuon75BhnuuxdKLYn4wHn,139212,"['classic soul', 'disco', 'funk', 'jazz funk', 'motown', 'post-disco', 'quiet storm', 'soul']",Eddie Kendricks,49
spotify:artist:7fSnislKgW9Mz0YIqWQmGt,41330,"['brooklyn indie', 'chamber pop', 'stomp and holler']",San Fermin,49
spotify:artist:2hnzQ6eCFkxUIPsVcsdj8A,79696,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'pub rock', 'rock', 'roots rock', 'southern rock']",The Georgia Satellites,49
spotify:artist:3zaxUd86U92CdZkNa6NUo9,28079,"['vapor soul', 'vapor twitch']",Ark Patrol,49
spotify:artist:7KnaZr690xW0sCihF9Z8oP,119232,[],lostprophets,49
spotify:artist:0epidpyARaIPmKpFUwcgnJ,40529,['comic'],Sex Bob-Omb,49
spotify:artist:2TvVB6B050Aj5y2Hk4H84z,5023,['experimental pop'],James McAlister,49
spotify:artist:7fh7bwX9qV60tLxxsp9bTe,39730,"['art pop', 'art rock', 'dance rock', 'dream pop', 'experimental', 'experimental rock', 'fourth world', 'freak folk', 'new wave', 'no wave', 'post-punk', 'slow core', 'uk post-punk']",The Durutti Column,49
spotify:artist:6N4VOBE2wNnRIINe3922Oc,116385,['regional mexican pop'],Los Primos MX,49
spotify:artist:6N1Kaz3CvRa9VLll5ahk9T,6022,['soundtrack'],Theodore Shapiro,49
spotify:artist:1oiqHgUyH0H4EPJ8UZhUnB,6303,"[""australian children's music"", 'nursery']",Juice Music,49
spotify:artist:7JPPLV24jlpVoHz5dHN6pR,27260,"['indie garage rock', 'kc indie']",Dreamgirl,49
spotify:artist:3ydwrOmRBy5TtHpTDaauOQ,18051,['dutch pop'],Jack and the Weatherman,49
spotify:artist:1pqYQmeqnqQU7X3DbuA7So,326128,"['social media pop', 'teen pop']",Daniel Skye,49
spotify:artist:16bN8mhtDFdegWbg0z3s10,118186,"['alternative pop', 'alternative rock', 'dance rock', 'experimental rock', 'garage rock', 'gbvfi', 'hardcore punk', 'indie rock', 'jangle pop', 'lo-fi', 'math rock', 'new wave', 'noise pop', 'noise rock', 'post-hardcore', 'post-punk', 'power pop', 'punk']",Hüsker Dü,49
spotify:artist:7eaa5bidliPI0djFYv166f,25695,"['indie poptimism', 'modern rock']",MAGIC GIANT,49
spotify:artist:1BQaZSq1KsLOZGzjG5QxRC,8549,['reggae fusion'],Enur,49
spotify:artist:5MP4PiGA5PNFrsVjtauFnC,11750,[],Ninetoes,49
spotify:artist:0DyXyd0D6fMUsuD6yONANx,243986,"['bhangra', 'desi pop', 'indian folk', 'punjabi pop', 'sufi']",Miss Pooja,49
spotify:artist:5XI6qfoZSiEYtmItjfEX1Q,36944,"['alternative hip hop', 'boom bap', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'turntablism']",O.C.,49
spotify:artist:0EVUivUkugMtNF09L4QBMH,267052,"['boy band', 'hip pop', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",Hi-Five,49
spotify:artist:6UAYm076bYvU9SVOUBH3hQ,91930,"['banda', 'deep regional mexican', 'norteno', 'regional mexican']",Jorge Santacruz Y Su Grupo Quinto Elemento,49
spotify:artist:5L6tkH3jDmFBX9dYdFFQXy,15967,['indie poptimism'],NVDES,49
spotify:artist:7ewJCECkpkh56w0Y4VWzSY,22360,[],Los Bravos,49
spotify:artist:2cmnSOigupTavZv9krPs4I,2136,['focus'],Benny Treskow,49
spotify:artist:5L1n6wVJMxBw6sZbxD0XAU,51284,"['neo mellow', 'neon pop punk', 'pixie', 'pop emo', 'pop punk', 'pop rock']",Quietdrive,49
spotify:artist:0EPf9vAXPdFV5Ezp1sMX8B,92859,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",Visage,49
spotify:artist:7LAucJAvbQa7ZIA0qP8YI2,97966,"['indie pop', 'indie poptimism', 'indietronica', 'modern rock', 'shimmer pop', 'swedish alternative rock', 'swedish indie pop']",The Royal Concept,49
spotify:artist:78D8GHzW7QisjfTwhk9PM2,297110,['bass trap'],Trap City,49
spotify:artist:788HzQOFhN3mcDo0InBqbJ,169629,"['boogaloo', 'latin jazz', 'mambo', 'puerto rican folk', 'salsa', 'salsa international', 'tropical']",Ismael Rivera,49
spotify:artist:0KWcq2E8ejxp78jdfpCd4K,362842,"['deep pop r&b', 'hip pop', 'neo soul', 'new jack swing', 'r&b', 'urban contemporary']",KeKe Wyatt,49
spotify:artist:53VAKbI2fXRs1PwG6DVToP,15063,"['new jersey rap', 'underground hip hop']",Mir Fontane,49
spotify:artist:5k5eiijuHxrGwXp2Pz37GZ,24499,"['bass house', 'deep disco house']",Justin Jay,49
spotify:artist:3aTMDZLtkFlYQfQL7bzccp,118597,"['r&b', 'urban contemporary']",Ryan Leslie,49
spotify:artist:53RkHTcl0SJZjpzqogkBf4,105700,"['album rock', 'art rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",The Fixx,49
spotify:artist:6DVVsQAnpHdJjb1nYuOQ6g,94457,"['post-rock', 'sheffield indie']",65daysofstatic,49
spotify:artist:6DQsmplq17UDA3zmiybbSb,2038,['middle earth'],Richard Armitage,49
spotify:artist:53F3cdrVpYq5iM4iaa6AQ3,57855,['pop reggaeton'],Lil Silvio & El Vega,49
spotify:artist:3b2zi4PtiILG4Iyswyk4LW,38307,['pop reggaeton'],Sanluis,49
spotify:artist:78u21hh7csceByaxzd7pbh,19146,['gymcore'],State of Mine,49
spotify:artist:55TH3aMMK1u2VsR8DPGC6D,51893,"['cali rap', 'hyphy', 'west coast trap']",Mistah F.A.B.,49
spotify:artist:1Idp9q1i8l6kfJsTMPOqr7,19846,"['deep big room', 'progressive electro house', 'sky room']",Dbstf,49
spotify:artist:079svMEXkbT5nGU2kfoqO2,176818,"['cosmic post-rock', 'instrumental post-rock', 'post-rock']",God Is An Astronaut,49
spotify:artist:6eKJWEzLZq8jZix8hdYsv4,27575,"['bubblegum dance', 'eurodance', 'europop']",Cartoons,49
spotify:artist:0JqRJZzARcjmH60HwUenow,50166,['indie garage rock'],Fox Academy,49
spotify:artist:79D4dipwR6scV8AN3dm7gW,44905,[],Seth MacFarlane,49
spotify:artist:0mbgkaYR8KNUb5s3s1yYHG,169182,"['battle rap', 'hardcore hip hop']",Papoose,49
spotify:artist:319rafipfKvd4cqaOwWIvA,148504,"['alternative metal', 'groove metal', 'industrial metal', 'nu metal', 'post-grunge', 'rap rock']",Taproot,49
spotify:artist:4F78tRprgxpEnopKTTWXor,4465,"['classic girl group', 'deep adult standards']",Patience & Prudence,49
spotify:artist:1JHzh1ETQTMoFb2CgncnTL,171492,"['album rock', 'classic canadian rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",April Wine,49
spotify:artist:54NqjhP2rT524Mi2GicG4K,71398,"['alternative rock', 'dance rock', 'garage rock', 'hardcore punk', 'indie rock', 'jangle pop', 'new wave', 'post-punk', 'power pop', 'pub rock', 'punk', 'punk blues']",X,49
spotify:artist:06xa1OLBsMQJFXcl2tQkH4,62759,"['bass music', 'footwork', 'future garage', 'glitch', 'glitch hop', 'intelligent dance music', 'vapor twitch', 'wonky']",Machinedrum,49
spotify:artist:548L4DXlt7N14Mhbfdmdqq,1178,['movie tunes'],The Mellomen,49
spotify:artist:3bcLBxvaI7GsBzGp3WHnwQ,108004,"['bluegrass', 'folk-pop', 'instrumental bluegrass', 'mandolin', 'progressive bluegrass']",Nickel Creek,49
spotify:artist:0mnlHIcYkz3TQQ07xiFwuz,44037,"['deep disco house', 'minimal tech house']",Ben Pearce,49
spotify:artist:6ejhZKxWJr9apHAzj74DHv,84794,"['indie pop', 'indie poptimism', 'indie rockism', 'indietronica', 'modern rock', 'shimmer pop']",Magic Man,49
spotify:artist:10rzK0sLCXsUlDhl8ed0MV,149941,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'native american', 'rock', 'southern rock']",Blackfoot,49
spotify:artist:6h9B8wche8pbvJ0wiWKn8q,24526,"['cumbia', 'cumbia andina mexicana', 'cumbia sonidera']",Los Yes Yes,49
spotify:artist:2E5E5eAP6yDhZ7EHc0Evr7,189609,"['ccm', 'christian alternative rock', 'christian music', 'worship']",Jamie Grace,49
spotify:artist:4zIBkSJcqRp4ADuFI94WvO,133033,"['contemporary country', 'country', 'country road', 'modern country rock']",Darryl Worley,49
spotify:artist:0MASTEXfUt3bpiyGOoEaur,38460,"['deep new americana', 'indie folk', 'modern blues rock', 'new americana', 'ok indie', 'roots rock', 'stomp and holler']",Parker Millsap,49
spotify:artist:2ZYIql5vmxtz3LbDLIaWo9,38959,"['banjo', 'celtic', 'irish country', 'irish folk']",Luke Kelly,49
spotify:artist:2Zl0BC5X9r7hSxWAF52XfJ,1689,['chill beats'],Gnarly Gibbs,49
spotify:artist:221iMiF62DFPnVuCLJakP1,26060,['reggae fusion'],Diana King,49
spotify:artist:0nvvVQhPQGkYTJlThLbJeu,136719,"['atl hip hop', 'trap', 'underground hip hop']",OG Maco,49
spotify:artist:0MGTHZpAGf7isSfw8yMIoi,41095,"['afro house', 'chicago house', 'deep house', 'disco house', 'house', 'tribal house', 'uk funky', 'vocal house']",Dennis Ferrer,49
spotify:artist:5mxB08ktCukEhGMg2YZeEv,59880,"['neo mellow', 'pop rock']",Colin Hay,49
spotify:artist:4LtnUsI4DvVDN9U6Yqr8Mh,69945,"['channel pop', 'viral pop']",Andie Case,49
spotify:artist:5n69lhq7BLWqnSjJgNPRh4,5988,[],Quinn Lewis,49
spotify:artist:0nqejKHUiWWMRltB0Cx5xq,19219,"['australian hip hop', 'australian trap', 'rock nacional']",PEZ,49
spotify:artist:4JhjlqgMbd4RlrT81VoTIF,29999,"['chillhop', 'new french touch', 'vapor twitch']",The Geek x Vrv,49
spotify:artist:7pylhrS9HpyWwbTtmEqg9K,23512,['la pop'],CRAY,49
spotify:artist:50Fwc6LYQ2aYsWVN10hhTY,26310,"['canadian contemporary r&b', 'trap soul']",PLAZA,49
spotify:artist:52lUXCmpmAIVsgNd1uADOy,51953,"['deep underground hip hop', 'indie pop rap']",Moosh & Twist,49
spotify:artist:0LFsP7WPfu5inz9a1amcE4,20839,"['afro dancehall', 'afropop', 'azonto', 'azontobeats', 'ghanaian hip hop', 'ghanaian pop', 'hiplife']",R2Bees,49
spotify:artist:1fwuUuFbqXJx3B17PUhFCE,48105,['uk reggae'],Hollie Cook,49
spotify:artist:772SIFJQiXTCfxncTK1UMn,246589,"['neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",Aaron Hall,49
spotify:artist:76RrKpsvOmSKG8CIjROdSG,72174,['pop rap'],MiMS,49
spotify:artist:6fuceMe1tElXcrzMaSjdcy,15899,['lithuanian pop'],GJan,49
spotify:artist:2ARO60gI5do88ho6azmzab,201835,"['alternative dance', 'chamber psych', 'dance-punk', 'electronic rock', 'indie rock', 'indietronica', 'new rave', 'shimmer pop']",Django Django,49
spotify:artist:10YcHPYPwAU8IxzjOTYbwO,4853,['wrestling'],Endeverafter,49
spotify:artist:05z4P0nQO00HG5WeErugd0,23416,"['deep groove house', 'house', 'uk dance']",DJ S.K.T,49
spotify:artist:10TSIJnyUcowWhpjj59gHB,19392,"['classic soul', 'motown', 'rhythm and blues', 'soul', 'southern soul']",Arthur Conley,49
spotify:artist:50xejJlMNloQ4PUB7lGP9h,5369,"['disco', 'post-disco']",Indeep,49
spotify:artist:05tyvnDgYMhgagYbUx9td4,284069,"['post-teen pop', 'teen pop']",Jacob Whitesides,49
spotify:artist:2ZfHMUPrxoZNDTBPHmmdhj,80940,"['jam band', 'ny roots', 'progressive bluegrass']",moe.,49
spotify:artist:391oLRVmoTkumiN79HkTWu,26540,['brill building pop'],Darlene Love,49
spotify:artist:4J4o73Oun7v0XXRjN8DPif,155476,"['ccm', 'christian alternative rock', 'christian indie', 'christian uplift', 'deep ccm', 'indiecoustica', 'roots worship', 'worship']",Gungor,49
spotify:artist:50bLYJ4e3ZR2chodK8oMW9,7430,[],Janelle Kroll,49
spotify:artist:05kfnkzu8HdqnCdHHkJeci,24465,"['canadian contemporary country', 'canadian country']",Tim Hicks,49
spotify:artist:57HiMjhnxdJflQodRyC5Ju,30298,"['british country', 'uk americana']",Lucie Silvas,49
spotify:artist:0I7HgbIetYEIweWq7nD6En,17415,"['catstep', 'chillstep', 'complextro', 'edm', 'electro house']",Notaker,49
spotify:artist:4AqIRTZF6DDmKmdorgFug6,100051,"['hardcore punk', 'melodic hardcore', 'pop punk', 'punk', 'ska', 'ska punk', 'skate punk']",The Vandals,49
spotify:artist:30R9paG1c5BGtNGle59VPq,64560,"['dub', 'lovers rock', 'reggae', 'rock steady', 'roots reggae']",Freddie McGregor,49
spotify:artist:5gPEo032lzARtzuVqJIm9o,55404,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'folk', 'folk rock', 'lounge', 'mellow gold', 'merseybeat', 'nashville sound', 'rock-and-roll', 'soft rock']",Bobby Goldsboro,49
spotify:artist:58yUFNnwk1DyoBvKNPmYdH,24042,"['catstep', 'deep dubstep']",Desmeon,49
spotify:artist:49b68DLRK5eCbtJf7Xx4Cc,31010,"['alternative emo', 'anthem emo', 'emo', 'midwest emo']",Free Throw,49
spotify:artist:1iqXhsjGeWi2Gje5q0mFYb,219898,['wonky'],xxyyxx,49
spotify:artist:0I6bdBR4Q7uoc3HI1OgI8C,34672,"['afropop', 'mande pop', 'morna', 'semba', 'world']",Bonga,49
spotify:artist:30h6MvMZfHQ8yzYCbfHMMT,78958,"['pop punk', 'post-grunge', 'punk', 'skate punk']",Unwritten Law,49
spotify:artist:39oSLGo3HkaeYXzUEGgAGQ,31927,"['britpop', 'madchester']",EMF,49
spotify:artist:56vrlN1x6FhGq0FVZAWJHr,35850,['deep underground hip hop'],Kevin Flum,49
spotify:artist:1k8VBufn1nBs8LN9n4snc8,59698,"['acid jazz', 'big beat', 'electronica', 'hip house', 'trip hop']",Stereo MC's,49
spotify:artist:0m2Wc2gfNUWaAuBK7URPIJ,15024,['hollywood'],Bono,49
spotify:artist:6dOgQbtNGEOKGXEsAi0puC,16171,[],Jorge Quintero,49
spotify:artist:1jSaZgaKHmgc7VTgML528r,113114,"['alternative dance', 'alternative rock', 'brooklyn indie', 'chamber pop', 'dance-punk', 'folk-pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'lo-fi', 'modern rock', 'new rave', 'noise pop', 'philly indie', 'stomp and holler']",Clap Your Hands Say Yeah,49
spotify:artist:1jNnM5dm7dzt16IocWCvJc,58195,"['hopebeat', 'indie pop', 'indie poptimism', 'indie rockism', 'indietronica', 'modern rock', 'philly indie']",CRUISR,49
spotify:artist:1jFVu6Z7wmwywivOeBTSIV,29728,['art pop'],Miya Folick,49
spotify:artist:6d9SnuHI2bRer7c76d8sLq,141236,"['bass trap', 'brostep', 'edm', 'electro house', 'electronic trap', 'moombahton', 'zapstep']",Bro Safari,49
spotify:artist:6d7AYr4nvqHPhfPaDLLeRU,42248,"['big room', 'deep big room', 'edm', 'electro house', 'pop edm', 'progressive electro house', 'sky room']",Qulinez,49
spotify:artist:13CLZBR9RbwxLXRyh5m3MC,13292,"['calming instrumental', 'classify', 'focus', 'neo-classical', 'new age', 'new age piano']",Greg Maroney,49
spotify:artist:1jKpNUjiz4KXgaAZD5FI9S,45631,[],Zack De La Rocha,49
spotify:artist:4AChEoOg2kLbShMIN3jgxX,27516,['new age piano'],Helen Jane Long,49
spotify:artist:0lYzZ91QzokaPrRK1vq6tW,21975,['gauze pop'],Nicole Millar,49
spotify:artist:3G6o1oSlFAoxLzKkOaoyhL,1462,[],The Law,49
spotify:artist:07Q9n9pbwR6jQ8xH4SA46b,81057,"['australian pop', 'australian talent show', 'dance pop', 'pop rap']",Justice Crew,49
spotify:artist:5hQCwevTf03u1rECrRMeop,67613,"['electro', 'old school hip hop']",Grandmaster Flash & The Furious Five,49
spotify:artist:4D42J3IJpcTm3zxzmZ7TCV,25084,['vapor soul'],The Undercover Dream Lovers,49
spotify:artist:56MDhktp7hO6MqKCS9rSXT,33443,"['dancehall', 'old school dancehall', 'reggae fusion', 'riddim']",Mad Cobra,49
spotify:artist:7AKznuvHmbW7uZbUkLY4Je,69795,[],Sing Street,49
spotify:artist:48ubKBTTmlA82dffZ223In,35602,"['anthem worship', 'ccm', 'deep ccm', 'world worship', 'worship']",Highlands Worship,49
spotify:artist:3G3Gdm0ZRAOxLrbyjfhii5,256063,"['alternative rock', 'art pop', 'dream pop', 'experimental rock', 'garage psych', 'indie pop', 'indie rock', 'lo-fi', 'modern rock', 'new wave', 'noise pop', 'noise rock', 'nu gaze', 'shoegaze', 'slow core']",My Bloody Valentine,49
spotify:artist:0m9husdLSRyNHOuxFAr5hB,35482,"['deep pop r&b', 'slow game', 'west coast trap']",Rayven Justice,49
spotify:artist:3d2hJTVTwo08F9b0ZFQukJ,102397,"['blues rock', 'canadian blues', 'classic rock', 'electric blues', 'modern blues']",The Jeff Healey Band,49
spotify:artist:5hIClg6noTaCzMu2s5wp4f,81089,"['rock-and-roll', 'rockabilly']",Carl Perkins,49
spotify:artist:48zUWAXpgEXfpttz23pCNQ,97629,"['melodic metalcore', 'metalcore', 'post-screamo', 'progressive metalcore', 'screamo', 'uk metalcore']",Oceans Ate Alaska,49
spotify:artist:3cbU0WxlZJTFLTfXEUB433,81144,"['electronica', 'ninja', 'trip hop']",Little People,49
spotify:artist:4DSNcg40nf6T3eNAObq1Lo,73833,"['deathcore', 'melodic metalcore', 'metalcore', 'trancecore']",The Browning,49
spotify:artist:1hu8RDN5gKsi2YYvWTOAqY,6497,[],Christian Burns,49
spotify:artist:2OUYh468x8oK04f2azuxGu,61405,[],Zo,48
spotify:artist:2dgfCEMSVETFp29mRpiFpz,22871,['new wave pop'],Patty Smyth,48
spotify:artist:3DQiuEWQzCUET866iZJmQ9,6162,[],Olu Dara,48
spotify:artist:2CuzDPkRD6BJBvdWqCrt2I,15874,['uk reggae'],Musical Youth,48
spotify:artist:2dRsXWVnkku2cMDtV1h6NP,25897,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz saxophone', 'soul jazz']",Stanley Turrentine,48
spotify:artist:3AeiP43xTLiNZ585K1HcOW,12585,['korean pop'],t Yoonmirae,48
spotify:artist:2FbZlUT418wQoIZ3IFTKeJ,895,[],Steve Anderson,48
spotify:artist:2Vhc7Y0Kc6HzMC6glKM4h6,81076,"['alternative dance', 'chillwave', 'dance-punk', 'electronica', 'filter house', 'indie pop', 'indie soul', 'indietronica', 'neo-synthpop', 'new rave', 'nu disco', 'shimmer pop']",Holy Ghost!,48
spotify:artist:2xx0ChFyXa0a4S48GAXFUz,33562,['livetronica'],Manic Focus,48
spotify:artist:2hndbDJCfHwD1o2ZTzKLMo,39995,"['bass trap', 'brostep', 'electronic trap', 'traprun', 'vapor twitch']",UZ,48
spotify:artist:2ICSjfBpos9PxMhGhX25N2,57122,['lilith'],Concrete Blonde,48
spotify:artist:38yOUctO9eek9ti5NWMQXm,34877,"['cumbia', 'grupera', 'regional mexican']",Caballo Dorado,48
spotify:artist:2LiLNsS5rRWmnOSQM5F8Zz,24922,"['modern alternative rock', 'modern rock']",Cemetery Sun,48
spotify:artist:2QGdI8fUEuoVPJ4xuC5NDe,30942,"['gauze pop', 'vapor pop']",Laura Welsh,48
spotify:artist:2wwMTLM2da1sa2JcJslf8W,122104,"['garage rock', 'modern blues rock', 'new americana', 'stomp and holler']",Heartless Bastards,48
spotify:artist:2ttm3uT0N1RN7vwKv1pQgh,28062,"['adult standards', 'brill building pop', 'motown', 'rhythm and blues', 'rock-and-roll', 'soul', 'southern soul']",Brook Benton,48
spotify:artist:2TXpVEw5FbzDh93tLoDm0i,45467,['shimmer pop'],Big Black Delta,48
spotify:artist:2u7xZP39dtED9EuRX9MUwu,39705,"['alternative rock', 'art rock', 'c86', 'dance rock', 'dream pop', 'indie rock', 'lo-fi', 'new wave', 'new wave pop', 'no wave', 'post-punk', 'scottish new wave', 'scottish rock', 'twee pop', 'uk post-punk']",Orange Juice,48
spotify:artist:3DtnSKmpjFGUzZcccWfG43,28799,"['chillwave', 'indie dream pop']",Monster Rally,48
spotify:artist:2O9XW1nnGRMkMV1wpK8IiS,93560,"['birmingham indie', 'english indie rock', 'indie rock']",Peace,48
spotify:artist:30BDCIM0IdglDaLzvCYd0N,83815,"['australian metalcore', 'melodic metalcore', 'metalcore']",In Hearts Wake,48
spotify:artist:2lFHVcUeJ9Gq6AZiU3ZAOa,295463,"['girl group', 'hip pop', 'r&b', 'urban contemporary']",3LW,48
spotify:artist:2MISUlPFrBMRlIcazbEOUI,24764,['operatic pop'],Michael Ball,48
spotify:artist:2Bu3DMTHHdXW4jnhoWHhPa,5409,['french movie tunes'],Chorus,48
spotify:artist:2bt3I0VkmYuPvP57sxokab,106265,"['oi', 'pub rock', 'punk', 'ska']",Stiff Little Fingers,48
spotify:artist:2xDc4cU0Rj6YG8SrmAHIy0,38068,"['neo soul', 'r&b', 'urban contemporary']",Heather Headley,48
spotify:artist:2u6jNcpusijFS6ZzuWRwMv,8540,['uk contemporary r&b'],Moss Kena,48
spotify:artist:2S0rCVs10P1Q0v51wmOrM5,43783,"['brass band', 'dixieland', 'new orleans jazz']",Preservation Hall Jazz Band,48
spotify:artist:2kuNswDC82PL9xRbfaZJaS,97934,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic garage rock', 'folk', 'folk rock', 'mellow gold', 'merseybeat', 'psychedelic rock', 'soft rock', 'sunshine pop']",The Association,48
spotify:artist:2BJTwV4IpFe2gWL46KKlji,78594,"['belgian edm', 'big room', 'edm', 'electro house', 'progressive electro house']",Basto,48
spotify:artist:2UvzehEVGcYTPKNwJSZ2kM,53912,"['alternative emo', 'anthem emo', 'emo']",Have Mercy,48
spotify:artist:2enKa9Yqr6PZy3xGlxQEu7,8807,[],Exile,48
spotify:artist:32zks9ovi0IExzUd1C7W6o,54904,['modern country rock'],Steven Tyler,48
spotify:artist:2o7L9DNcmzocYll1o0GGTU,48481,"['bass music', 'deep house', 'electronica', 'float house', 'fluxwork', 'future garage', 'indie soul', 'microhouse', 'minimal tech house', 'uk house']",Leon Vynehall,48
spotify:artist:2NssDL7cTwvfQm01xvepBQ,30960,"['boogaloo', 'cuban rumba', 'latin jazz', 'mambo', 'modern salsa', 'salsa', 'salsa cubana', 'timba', 'tropical']",Issac Delgado,48
spotify:artist:3EPScT793Qw5hkf8tvVpRV,10360,['classic uk pop'],Sniff 'n' The Tears,48
spotify:artist:3IxDETkXytMePFoyf7PYWQ,2592,['vapor pop'],Wales,48
spotify:artist:39HLbTdg48gwqAIa1CA266,15167,"['french indie pop', 'french indietronica', 'new french touch']",BLOW,48
spotify:artist:36msvw9B10rxW90NSQ2794,33687,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'merseybeat', 'rock-and-roll', 'rockabilly']",Johnny Tillotson,48
spotify:artist:2iTiSaR023IikZDaOfEIRR,63868,"['channel pop', 'viral pop']",Chester See,48
spotify:artist:2RwfRD2vlkdztGtVXENShq,61175,['uk alternative pop'],Chelou,48
spotify:artist:3EaMbsBlExxNxLvTJcZvDq,78996,"['canadian indie', 'toronto indie']",July Talk,48
spotify:artist:2hK2gWQ2TequHGKZe5dzHd,16444,['british singer-songwriter'],Piers Faccini,48
spotify:artist:2pJGajElsjl8qbfsd17uED,31945,"['country rap', 'redneck']",Outlaw,48
spotify:artist:2RnDmyX1zzOkK5Cj9QPhMq,31033,"['australian dance', 'australian hip hop']",L D R U,48
spotify:artist:2EURsXo9qlt1aMWlviGCRi,209349,"['classic soul', 'disco', 'funk', 'jazz funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",Ashford & Simpson,48
spotify:artist:338mC0yGyX0C9of8QMJ5hK,19130,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz saxophone', 'soul jazz', 'stride', 'vocal jazz']",Gene Ammons,48
spotify:artist:39Uhf21aJFjMLus1j0YGT8,35650,"['miami hip hop', 'trap', 'trap soul']",Zoey Dollaz,48
spotify:artist:2kfVqdz3lJshqH9GUHhtMr,77882,"['alternative metal', 'comic', 'comic metal', 'funk rock', 'groove metal', 'industrial metal', 'nu metal', 'rap rock']",Psychostick,48
spotify:artist:2J7Bw3q4TQwPwSjNPmASKt,2787,[],Fossa Beats,48
